"County","Agency","Year","Months Reported","Index Total","Violent Total","Murder","Rape","Robbery","Aggravated Assault","Property Total","Burglary","Larceny","Motor Vehicle Theft","Region"
"Cayuga","County Total","2009",,"1,660","186","2","23","28","133","1,474","325","1,126","23","Non-New York City"
"Cayuga","Moravia Vg PD","2009","12","16","0","0","0","0","0","16","2","14","0","Non-New York City"
"Cayuga","Port Byron Vg PD","2009","12","4","4","0","1","0","3","0","0","0","0","Non-New York City"
"Cayuga","Weedsport Vg PD","2009","12","25","1","0","0","0","1","24","1","23","0","Non-New York City"
"Chautauqua","Carroll Town PD","2009","12","12","2","0","0","0","2","10","3","7","0","Non-New York City"
"Chautauqua","Chautauqua County Sheriff","2009","12","828","24","0","6","1","17","804","192","594","18","Non-New York City"
"Chautauqua","Chautauqua County State Police","2009","12","127","21","0","3","2","16","106","41","63","2","Non-New York City"
"Chautauqua","County Total","2009",,"3,597","256","2","35","45","174","3,341","667","2,613","61","Non-New York City"
"Chautauqua","Dunkirk City PD","2009","12","373","27","0","4","11","12","346","79","261","6","Non-New York City"
"Chautauqua","Ellicott Town PD","2009","12","204","5","0","1","1","3","199","30","164","5","Non-New York City"
"Chautauqua","Fredonia Vg PD","2009","12","381","11","0","0","2","9","370","28","338","4","Non-New York City"
"Chautauqua","Jamestown City PD","2009","12","1,256","152","2","20","26","104","1,104","266","817","21","Non-New York City"
"Chautauqua","Lakewood-Busti PD","2009","12","242","0","0","0","0","0","242","8","229","5","Non-New York City"
"Chautauqua","Silver Creek Vg PD","2009","12","40","9","0","1","1","7","31","1","30","0","Non-New York City"
"Chautauqua","SUNY Police - Fredonia","2009","12","70","0","0","0","0","0","70","5","65","0","Non-New York City"
"Chautauqua","Westfield Vg PD","2009","12","64","5","0","0","1","4","59","14","45","0","Non-New York City"
"Chemung","Chemung County Park PD","2009","12","3","0","0","0","0","0","3","1","2","0","Non-New York City"
"Chemung","Chemung County Sheriff","2009","12","369","18","0","2","2","14","351","63","274","14","Non-New York City"
"Chemung","Chemung County State Police","2009","12","345","37","0","7","1","29","308","63","242","3","Non-New York City"
"Chemung","County Total","2009",,"2,126","161","4","13","29","115","1,965","385","1,535","45","Non-New York City"
"Chemung","Elmira City PD","2009","12","1,146","93","4","3","25","61","1,053","212","823","18","Non-New York City"
"Chemung","Elmira Heights Vg PD","2009","12","95","0","0","0","0","0","95","20","73","2","Non-New York City"
"Chemung","Elmira Town PD","2009","12","14","0","0","0","0","0","14","4","10","0","Non-New York City"
"Chemung","Horseheads Vg PD","2009","12","154","13","0","1","1","11","141","22","111","8","Non-New York City"
"Chenango","Afton Vg PD","2009","12","9","0","0","0","0","0","9","4","5","0","Non-New York City"
"Chenango","Bainbridge Vg PD","2009","12","13","0","0","0","0","0","13","4","8","1","Non-New York City"
"Chenango","Chenango County Park PD","2009","12","4","0","0","0","0","0","4","0","4","0","Non-New York City"
"Chenango","Chenango County Sheriff","2009","12","311","12","0","2","1","9","299","78","215","6","Non-New York City"
"Chenango","Chenango County State Police","2009","12","229","26","0","4","1","21","203","58","140","5","Non-New York City"
"Chenango","County Total","2009",,"997","53","0","11","7","35","944","211","715","18","Non-New York City"
"Chenango","New Berlin Town PD","2009","12","29","3","0","0","1","2","26","4","22","0","Non-New York City"
"Chenango","Norwich City PD","2009","12","320","12","0","5","4","3","308","50","252","6","Non-New York City"
"Chenango","Oxford Vg PD","2009","12","26","0","0","0","0","0","26","7","19","0","Non-New York City"
"Chenango","Sherburne Vg PD","2009","12","56","0","0","0","0","0","56","6","50","0","Non-New York City"
"Clinton","Clinton County Park PD","2009","12","5","0","0","0","0","0","5","1","4","0","Non-New York City"
"Clinton","Clinton County Sheriff","2009","12","9","3","0","0","0","3","6","1","5","0","Non-New York City"
"Clinton","Clinton County State Police","2009","12","993","90","1","13","3","73","903","278","605","20","Non-New York City"
"Clinton","County Total","2009",,"1,698","133","1","19","12","101","1,565","389","1,142","34","Non-New York City"
"Clinton","Plattsburgh City PD","2009","12","551","38","0","6","9","23","513","82","417","14","Non-New York City"
"Clinton","Rouses Point Vg PD","2009","12","28","1","0","0","0","1","27","2","25","0","Non-New York City"
"Clinton","SUNY Police - Plattsburgh","2009","12","112","1","0","0","0","1","111","25","86","0","Non-New York City"
"Columbia","Chatham Vg PD","2009","12","90","16","0","1","1","14","74","24","48","2","Non-New York City"
"Columbia","Columbia County Park PD","2009","12","5","0","0","0","0","0","5","1","4","0","Non-New York City"
"Columbia","Columbia County Sheriff","2009","12","363","27","0","0","1","26","336","107","225","4","Non-New York City"
"Columbia","Columbia County State Police","2009","12","345","29","0","3","0","26","316","109","203","4","Non-New York City"
"Columbia","Copake Town PD","2009","12","16","0","0","0","0","0","16","3","13","0","Non-New York City"
"Columbia","County Total","2009",,"1,180","113","0","8","6","99","1,067","297","756","14","Non-New York City"
"Columbia","Greenport Town PD","2009","12","98","0","0","0","0","0","98","8","88","2","Non-New York City"
"Columbia","Hudson City PD","2009","12","251","39","0","4","4","31","212","43","167","2","Non-New York City"
"Columbia","Philmont Vg PD","2009","12","7","2","0","0","0","2","5","0","5","0","Non-New York City"
"Columbia","Stockport Town PD","2009","12","5","0","0","0","0","0","5","2","3","0","Non-New York City"
"Cortland","Cortland City PD","2009","12","449","82","0","8","12","62","367","108","242","17","Non-New York City"
"Cortland","Cortland County Sheriff","2009","12","334","18","0","4","3","11","316","82","223","11","Non-New York City"
"Cortland","Cortland County State Police","2009","12","154","6","0","1","0","5","148","13","134","1","Non-New York City"
"Cortland","County Total","2009",,"1,084","106","0","13","15","78","978","227","722","29","Non-New York City"
"Cortland","Homer Vg PD","2009","12","65","0","0","0","0","0","65","6","59","0","Non-New York City"
"Cortland","SUNY Police - Cortland","2009","12","82","0","0","0","0","0","82","18","64","0","Non-New York City"
"Delaware","Colchester Town PD","2009","12","7","0","0","0","0","0","7","5","2","0","Non-New York City"
"Delaware","County Total","2009",,"754","69","0","10","5","54","685","189","485","11","Non-New York City"
"Delaware","Delaware County Sheriff","2009","12","141","8","0","3","0","5","133","45","85","3","Non-New York City"
"Delaware","Delaware County State Police","2009","12","297","35","0","6","3","26","262","83","175","4","Non-New York City"
"Delaware","Delhi Vg PD","2009","12","44","1","0","0","1","0","43","9","34","0","Non-New York City"
"Delaware","Hancock Vg PD","2009","12","18","6","0","0","0","6","12","8","4","0","Non-New York City"
"Delaware","Sidney Vg PD","2009","12","179","12","0","1","0","11","167","23","141","3","Non-New York City"
"Delaware","Walton Vg PD","2009","12","68","7","0","0","1","6","61","16","44","1","Non-New York City"
"Dutchess","Beacon City PD","2009","12","378","74","0","0","17","57","304","83","199","22","Non-New York City"
"Dutchess","County Total","2009",,"6,095","909","4","35","282","588","5,186","881","4,137","168","Non-New York City"
"Dutchess","Dutchess County MTA","2009","12","23","0","0","0","0","0","23","1","21","1","Non-New York City"
"Dutchess","Dutchess County Park PD","2009","12","9","0","0","0","0","0","9","2","7","0","Non-New York City"
